movieName;Metascore_w;diff;Author;Summary
racing-extinction;10;3;LeZee;"[ ""A small contribution by everyone matters a lot."", """", ""The organism survives only if the surrounding environment favours. But it takes thousands of years of evolution to find its right place. Its existence is only to restore the balance in the nature as much as fast it can. Because the organism moves one place to another and help elements to meet one another which can't do themselves, in a result the reaction happen. The extinction happens when the balance between naturally existing elements and living organism was disturbed. The Earth has seen such five mass extinctions and now on the verge of sixth only because of one species, the man. There's no one in this universe to question his supremacy, but himself in the form of scientists, environmentalist et cetera. This documentary talks one of that small topic, analysing its root cause."", """", ""From the Academy Award winning director for the documentary 'The Cove', once again, his focus came to bring the awareness about marine species that disappearing due to excessive hunting. From Japan's dolphin hunt to now the focus is on the Chinese's misbelief that causing animals like tigers, rhinos, marine animals to face the threat."", """", ""In this film, the Oceanic Preservation Society followed the source to find how and where it all begins. Since it is related to marine life - shark fin and manta ray gill trade markets were the target. That leads the crew to travel all the way to Indonesia, where a small coastal village is one of the major supplier to the Chinese consumer."", """", ""For the Chinese population density, just think what might cause if they believe in something that is not right. Since the rise of China's middle class, they can offer anything from anywhere in the world. Because of this demand the rich in biodiversity like India, Africa, Indonesia is affected due to poaching and other illegal activities. What they need is proper scientific education about their misbelief. Make the Chinese immigrants to mingle with the rest of the world, not to live and die in their own den called 'China city'."", """", ""I am not a Chinese hater, but their misbelief is outrageous, especially for their population strength, it is 5 to 10 times faster than what the rest of the world's misbelief causing threat. Every nation has its own negatives, today it is China, tomorrow it will be India and then United States followed by Europe and Africa. Now it is not only up to the world leaders, but every citizen has to care, even a small contribution means a lot. The recent Paris climate conference has brought only a small halt, especially on the natural resourcing, yet other similar fields have to come into the force in a similar treaty."", """", ""The civilisation happened when human thought he does not fit with the natural habitat anymore for his excessive brain power and left it once for all behind other species by creating his own world alongside. Animal and plant farming is the way he discovered to cope with his hunger. But what we don't know is these farming is still occurring on the face of the earth that contributes whatever the changes the planet sees. But that does not it, overpopulation is another bigger issue. There are more consumers than farmers and farm products, thus leading us to go back to wild to hunt which is seriously causing imbalance in chemical and biological world."", """", ""Focusing on the marine was their prime intention, but the discussion led to many other sub-topics. Unlike the director's previous film, it did not stay on one issue, but kept rotating on the various subjects by revealing the causes and the solution. At some point it lost its track, and started to advertise a fancy stuff. But that is a major way getting the attention of today's people in the digital world. Whatever you might think of me, but the truth is I was heartbroken several times while watching this film and had tears. This film is not a masterpiece, that's why it did not get an Oscars nominee except for an original song, nevertheless the voice it raised against is a true commitment."", """", ""Recently I stopped to visit zoos, the place I consider is a prison for animals who have committed no crimes. But in todays world situation, looks like the captive is the final line of defence. If there is a another world, people with much more vigilant about their natural world, I would definitely like to go for it. But earth is what we all have and we're failing to take care, when it comes time to run, you will have no place to go. Just look at the recent reports of pollution in the Chinese cities, it is what I had seen in movies like 'The Mist', 'The Road', is all coming true. The apocalypse is not too far from reality. Like in this film say, it is not too late to join hands for good."", """", ""10/10"" ]"
man-up;8;1;LeZee;"[ ""Sometimes the right thing comes from the wrong."", """", ""Another excellent Simon Pegg movie. This is his fourth movie I'm seeing inside a month and I enjoyed them all, especially 'Hector and Search for Happiness' was my favourite. This was a romantic-comedy that takes place in just one evening. A story about blind dating, boy meets girl, they spend a quality time by sharing the details and later turn against each other. So a recycled old theme that was very well crafted."", """", ""If you see the poster what does the tagline says, well, that's what I was looking for. I had 'Date Night' in my mind, and thought it might be an altered British version. Other than that I was truly not expecting anything special, but a normal comedy, maybe sloppy. And it does only until a certain stage of the story, but 30 minutes later it overturns. So the best narration briskly took a slide towards joyous ride in the remaining 1 hour."", """", ""I think, for right now Simon Pegg is my favourite British actor and you know the reason that I stated in the first paragraph. Lake Bell, who donned in a director's hat in her recent feature was so good on a 34 year-old role she played in this film. Together they were so perfect, one of the best on-screen couple with a wonderful chemistry. It was a story of two middle aged odd guys whose lives were shattered for some reasons. They meet accidentally and bond well. Once the truth got out, they repel away, but they both have something in common and that puts them on a test once they decide to correct the mistakes they have made."", """", ""\""After this shot I will stronger,"", ""wiser and finally moving on.\"""", """", ""At some stage in the life every person will going to be in their 30s and 40s (and some were had been there) like the couple from this film. The life won't be the same for everybody like that shown here, but can be understood, because that's the experience that define it. Despite romance crisis about the middle-aged guys, many dialogues were excellently written and funny as well.  A couple of lines really made me worry and I can't just ignore by saying it was just a flick."", """", ""Kind of easy to begin a story, like we're standing in an open ground and decide to move any direction we want in our 360º angle. But development is the key factor in the movie making and this film outshines. The real challenge was how to end it and once again it was a beautiful conclusion, even though I knew it was so cliché for a romantic-comedy."", """", ""Overally looked a fairy-tale like theme, which irresistible if you love touching romantic stories. Definitely a good movie from the director of 'The Inbetweeners' and I'm going to recommend it for those who also liked the similar movies below I mentioned. But remember it's only cinematically amusing than being realistic."", """", ""7½/10"" ]"
jennys-wedding;8;1;LeZee;"[ ""Is there any better gay themed movie for the family audience?"", """", ""This is an awesome movie for families, maybe except orthodox families. It is a lesbian theme, but not a romance movie. A beautiful drama filled with some good humours. This is not about two women falling in love and their relationship complications, but the family of one of them who struggle to accept after knowing their daughter is a gay. The daughter wanted to marry her sweetheart and start a family. So how things shape up within the family, who lose, who gain and what happens at the end is the remaining."", """", ""The title says it is a Jenny's wedding, but the wedding is a small part, the rest is all about Jenny's family. While portraying the family about how they're coping with the news, I liked how the film focused one at a time and their way of coming out of the frame they're in. Mostly it was the perspective of the women, because the writer was a woman, so she knew how to carve it. That's why the father's part slightly lacked the exhibition, nevertheless, that's the only male character that has to be so tough."", """", ""Such a wonderful narration, totally an unexpected movie. Surely one of the underrated movie of the year. The cast was fantastic. Among all the characters, Alexis Bledel's role was disappointingly shorter. Anyway, she was not that important, but the rest of them had played their part exceptionally. Great dialogues, sometimes emotionally gets us. Is there any best gay themed film for families, I've not seen quite good as this one. I definitely recommend it."", """", ""8/10"" ]"
a-walk-in-the-woods;8;1;LeZee;"[ ""Rediscovering the old friendship in a long walk."", """", ""I am very impressed for the recent films of Robert Redford, but the timing was really bad. His one man show, 'All is Lost' that overlapped with the popular flick 'Life of Pi', and now this with 'Tracks' and 'Wild'. People tend to choose the big one and forget the small one, or simply point the finger to the other one for having similarity. Anyway, I wanted to see it, and I did that."", """", ""Like the Pacific Crest Trail from the movie 'Wild' which's from the western part of the Unites States, this one is from the east called Appalachian Trail and both these are the biographical films. The six month trail to cover approximately 2,000 kilometers. Even learning the odds are not in their favour, the two old men embark their journey with the fixed mind to achieve the goal."", """", ""I did not know it was a screen adaptation of the real event. I won't consider it a great movie, not even for the year 2015, but it was fun to watch. A sweet little movie that I expected something, but it delivered another thing, overall it satisfied me. Maybe the reason I'm showing concern for this is it is a comedy, so looked lot like an entertainment product than the inspiring theme. But you can't deny the seriousness apart from those fun bits that it was based on someone's memoir. Especially knowing those two men are in the twilight of their lives, the attempt was admirable."", """", ""\""No, writers don't retire. We either drink ourselves"", ""to death or blow our brains out.\"""", """", ""I always love the children and elder people movies with quality narration. Children's films are fun to watch and elder's teaches us their experiences, sometimes sympathy wins for their struggles. There were a couple big female star characters who are the part of the story, but not in the main narration. This film centres only two characters that wonderfully played by the 80 year-old Robert Redford as a 60 year-old Bill Bryson and the other one was Nick Nolte as Katz who actually stole the show. Yep, I must agree Nick Nolte is the backbone of the movie, otherwise the people would have turned away without showing any interest in this including myself."", """", ""This film was not all about the hiking or achieving something out of all the sudden in their old age. It let's us a few glimpses of the beautiful landscapes like those we saw in the 17th, 18th century paintings. Despite it being a comedy, mostly it dealt with the facts. Rediscovering the lost friendship and uncovering the old memories. Like the entire life was brought back for a few minutes in the words for us with their sweet recalls."", """", ""It is an R rated flick, because the majority of the jokes were adult's. If you decide to watch it, I suggest to give a try with your best friend, because you both might be seeing the future of yourselves. My finishing statement is, it is definitely not a must see, but it won't disappoint either if you're not anticipating in a large scale adventure, that includes emotions and severeness. If it was from before the 90s, probably considered as a good film, but in this modern CGI world, movies about life and self-discovery is fading away from the young people's mind. All they want is superheroes, loud music, fancy costumes, and of course violence."", """", ""7/10"" ]"
mistress-america;8;1;LeZee;"[ ""A sudden sparkling change in a moody life."", """", ""The second collaboration between the director and Greta Gerwig. I just love their works, together they write awesome story and create a cinematic magic. Kind of rare filmmakers, only a very few from the past to compare these two to them. It was another quirky comedy, especially if you liked 'Frances Ha' you would like this as well. I hope they would come for the third time to complete 'An Untalented Girl from NYC' trilogy."", """", ""It was not as good as the previous film, but nothing short of awesome entertainment. I am surprised a few of those who liked that movie did not favour it. I knew it would be a chick comedy, accordingly, I was not expecting beyond that. But like all the time when I decide to watch a movie, I wanted it to be a better entertainer than the one I saw in the earlier. That's what everyone do, it was like the sea tides, the rise and fall is inevitable. Some would like it and some won't, but to me it was a very good."", """", ""Unlike 'Frances Ha', here there are two lead characters, both are young adult women, but the entire narration was from one person's perspective. That is, a college freshman Tracy. How her life follows, especially after meeting a girl who's soon-to-be her step-sister. As in a new place and socially inept, she finds her way to be joyous and adventurous, meets some new people and makes them friends. But how long this unplanned pleasure remains with her and what are all changes makes to her rest of the life is the remaining movie."", """", ""\""I am so impressed by you and so worried for you at the same time.\"""", """", ""It was a simple and soft narration, but engaging characters and well paced with a chain of fine comedies. Apart from writing and direction, the supporting cast was the best feature. It was a tiny twist at the end, but extremely essential to break the steady sequence to bring a diversion. Since that part, I have been wondering about the conclusion, but the makeover was really excellent, I think it was touching yet as I expected."", """", ""This is Lola Kirke's major role I've seen. She was fantastic and I hope to see her in more films in the lead. It was one of the best on-screen chemistry between her and Greta. There were many beautiful lines spoken between these two, very memorable and quotable ones. With all these top quality, if one still don't like, then he must be bored of watching plenty of similar themes. But that should not be a reason to trash it, because that is his personal issue to deal who's dumping on this one is totally unfair."", """", ""This movie was unique, fun, touching, heartbreaking, likeable characters, filled with cheerful moments and overall one of the best recent films I have seen. It was more like a friendship movie on trust and commitment. The portrayal was at its best, an example of how a life can turn around in a matter of time. But how much more trustworthy is this sudden change and the best uses of it was the movie that told very nicely. I won't say it is a must see, but personally I feel that way."", """", ""8/10"" ]"
the-young-and-prodigious-ts-spivet;8;1;LeZee;"[ ""Sure, everyone finds their pine tree."", """", ""The film was produced by three countries from three different continents, carved by one of my favoutire French directors that talks of a prodigy child. An English language film set in the American soil. If you had liked his films, then you would like this one as well. Like all his films, it was visually fantastic and it was his first digital 3D project. One of the underrated film of the recent time. A road adventure and a coming-of-age film that neatly rendered especially for the family and children film fans."", """", ""More like it was a kid version of 'Amelie' and now I realise why the author picked this particular foreign filmmaker for the cinematic translation. This is not some kid's summer vacation tale or the school related stuff, but a rural kid and his weird family. They're united by family, but divided by their field of interest. Born in such family, the film focused his life and mostly the fighting of his loneliness."", """", ""It was based on the book about a 12 year old boy T.S. Spivet who lives on a ranch in the Rockies with his family. He's a scientific research enthusiastic and so one day he receives an unusual call from the Washington DC that he had won a prestigious award for his invention. After a sudden tragedy in the house he set to travel by his own to the other side of the country. The adventure begins as he hitchhike to his destination where he learns many things."", """", ""\""The amazing thing about water drops, is that they always take the path of least resistance. For humans, it's exactly the opposite.\"""", """", ""The kid was brilliant, it was his perspective story. In one of the scenes when he gets hurt, that felt like it was real. His co-stars supported him all the way, but not as a game changer. You might agree with me that it is not a great story, somewhat familiar too, but the film topic is inspiring like how an atypical family cooperates during the bad times that compared with their negligence to each other at one point before. There are a few fun moments, but also gets emotional at the final part."", """", ""The train journey had lots of effects on the narration, because I'd seen a road movie, but this is a very rare, especially it gives us some glimpse over awesome landscapes of different part of the country. Like I said, the cinematography was the best part of the film followed by many others. In the end, I was very satisfied for it is being somewhat simple with having an extraordinary boy character. Because, you know, genius boy means usually the writers goes for an extra mile to make him shine with his brain powers to perhaps face the bad guys or the bad situations for which the audience sets to go awe."", """", ""Really very sad that it was not as popular as 'Hugo' where everyone who saw it comparing with, especially for the digital 3D visuals. That tells how much the people are addicted to Hollywood and of course marketing was not upto the standards as against the film's standard. In fact, it took me two years to learn such film is exist. So I definitely recommend it to all. If you have not seen it yet, just do it, you might like it, surely you would enjoy it."", """", ""8/10"" ]"
the-little-death;9;2;LeZee;"[ ""Enlightenment from the strange desires."", """", ""I don't know where to begin, this movie was unexpected. It was a multi layered tale, somewhat all characters were connected, but all the story centers around the same theme and that is sexual fantasies. What happens when mismatch in desire get together for life. Counselling is the part of recovery nowadays, but everything lies in the effort that put on the practical side. So this movie takes such a wonderful journey with one less than half a dozen of pairs rides towards seeking solutions and answers for their wish. But the thing is, like the most of the movie's punchline say 'how far would you go for it?' is the movie that reveals to us."", """", ""It was a brilliantly written for the screen and so the actors, who did their parts impeccably. The narration was so distinct in each tale and also had very good twists before the wrap up. It was a better movie than most of the sex comedies that we got fooled for its promotions. I won't surprise if Hollywood or other film industry remake it. Why do we need to read 'Kama Sutra' while this movie is out there. Definitely there won't be a better movie for adults to enjoy whole heartily, especially not recently as I'm aware. Finally, without minors around, but for ourself to have a great time. Don't think it is a build-up because it delivers a good entertainment with lots of 'laugh out lauds'."", """", ""''Also, I'm required by federal law to inform you that I am a convicted sex offender.''"", """", ""Honest, brave, funny, lust, awkward, the story adds up in a variety of things except there is no true spice like really spicy. Because its want to tickle you than taking up everything seriously. That's why the movie clicked very well, even though the story leaps were very tight because of the many layers to cover. All the five tales ends in (around) three random displays of the acts. The first one for the intro, then where the problem arises and ends with the solutions and twists."", """", ""I would love to have part 2, not the follow up because I want new sex related words from its dictionary with freshened pairs. The 'phone sex' part was everyone's favourite. Its the talk of the movie related blog, reviews, database, IRC and apps, and I as well loved it. That does not mean other characters and stories are weaker than this one. The 'rape', 'role play' and others are all so good too. Different viewers enjoy different type, that is according to close to their sex fantasies from one of these, I believe. So are you ready for 'the little death'?."", """", ""9/10"" ]"
that-sugar-film;9;2;LeZee;"[ ""We're surrounded by dangers, simply refused to see it."", ""The last time I saw such documentary film was 'Food, Inc.'. In the mean time I have seen documentaries about different topics, but not food. It was a long gap indeed, because then I was in my early twenties and now watching this film made me realise how to look at the food I eat everyday. So believe me, if you are in your late twenties and above, this will inspire you. But for others, like the youngsters and kids, it will be an educational film."", ""This Australian film looks funny from the outside, but the information it gives can't simply be discarded. I liked the actor, who was the writer, director, producer of the film and the dedication was highly appreciable. Because it was not just go out and make a film, but he himself placed into the centre of the film plot. Initially I thought it was a crazy idea, but at the end I'm stunned. For everything, from what he did and what this film revealed."", ""When it comes to the food, there are many things to be concerned. But this film was focused on sugar, about the foods we eat, which has a strong sugar presence and how it is affecting our health. Damon Gameau decided to experiment himself by consuming per day, forty teaspoons of sugar and from sugary products that easily available in the market. And monitoring carefully the changes in his body along the way his wife's pregnancy."", ""\""Sugar's not evil, but life's so much better when you get rid of it.\"""", ""The film is not all about the experiment he's doing, it also gives some details about the people who are suffering big from modern foods. Especially I'm happy for openly giving opinions about the soft drinks from Coke and Pepsi brands. Damon also travelled to the US and he continued what he was doing, alongside collecting some new input from the experts, as well as meeting the victims. The rapid change in his physique and health gives a report on what direction the experiment is heading. From damaging the skin to the putting his internal body organs into various risks of diseases such as liver failure, heart attack and many more."", ""There's a brief appearance of Hugh Jackman, but don't expect more than that. It had no big impact, because the film's topic was much bigger than his part in the film. The film gave me some idea about how to deal with the food I consume. If you are concerned about your weight, particularly fat tummy, you will know what to do after watching this. I mean this does not guide you through, but opens your eyes. It points out where you are committing your mistake. It does not tell to completely cut off the sugary, but know your limit and behave."", ""One of the best documentary films. Do whatever you want after watching this, but before that don't think to skip it. You can call it an inspirational, educational or a message deliverer, but this film has committed to highlight what went wrong with the modern day diet. And how the food industry is responding to all the accusations. But you should know what's better for you, so think twice before touching any sugar products. Especially be aware of fructose (who is the villain of this story), which might not equate to nicotine, but the consequences are."", ""9/10"" ]"
5-to-7;10;3;LeZee;"[ ""Is this based on any famous book? The answer is simply no. Purely a cinematic work written and directed by a first timer. One of the very unique storyline and one of the beautiful indie films of the 2015 that needs wider recognition. The first thing anyone who decides to watch this must keep their mind open, because the majority would think it is an atheist propaganda. But I say it looks in whatever way you see it."", """", ""Quite similar to the British film 'The 7.39'. Both are completely different from each other, except that timeline where most of the story happens as it is denoted in their titles. Yes, 5 to 7 is the time in the dusk hours where two people meet. It all begins when a young writer Brian in his early twenties meets a woman called Arielle in her early thirties on a roadside and instantly they become friends. Like it's their destiny to meet, they found each other."", """", ""After the initial stumble, they decide to meet every day at the same time. Their new relationship is not based on the thousands of years of the human civilization, but beyond that with the mutuals understanding. When the rules have broken, the cracks begin to appear and it all ends after a series of turns in the tale. Predictable conclusion, but very much suitable and highly standard."", """", ""\""Life is a collection of moments."", ""The idea is to have as many good ones as you can.\"""", """", ""Like most of the movies this one opened with a background narration about the situation of the man of the movie. Like how it all began, then in the first 15 minutes itself, there are many tiny twists on the line of development of the story carried on and introduces a few other characters along. But keeps the tidiness on one relationship throughout the movie and explores only a certain kind of atmosphere to focus everything on a single line."", """", ""If you don't believe in religion means not this is a celebratable movie for you or anyone who are like you. The contents were very sensitive, even for the atheists. It was a lot like the hippie culture, but only on the matter of the relationship, especially 'One life-One wife' angle. In some angles, it gives the assumption that it is a clash of two cultures. But I don't think that's a true, especially in the French perspective as the story takes place in NYC."", """", ""The movie is a debatable, but if you take the movie 'Hall Pass' on the account, this film's concept is not that apart. I have heard that in the rural China, the brothers marrying a same woman due to large gender imbalance in the country after one-child policy set by the communist party. So this is not a strange thing, at least for a few people. This film might be accepted merely on a certain the section of the audience, but it's only a matter of time to adapt and accepted by a large number. I don't know about the prostitutions, but definitely it will abolish cheating within the marriage."", """", ""It had a plenty of awesome lines. You know I collect the good ones from the movies I watch, so I had many pauses. It sentimentally strikes strongly, that means you can't wet your eyes, but can be felt in your deep heart. So romantically appealing beside the theme is uncomfortable for the current social lifestyle. The film is not about what's right and what's wrong, but giving commitment to the oath one has taken. Not to hurt anybody, even though you hurt by yourself from making a mistake."", """", ""But again, it's not either about mistakes, but respecting the individual's desire for what they think is keeping them happy. If you exclude religion from the social rule book, this film might make sense. I think this could be the film, the more it gets old and the future generation will think one of the advanced work regarding the lifestyle of that time."", """", ""Maybe this is an Anton Yelchin's best movie I have ever seen. Phenomenal performance along with the French actress who was so beautiful, especially her smiley expressions were what set a mood for the movie. Very handy supporting cameos by a couple of senior artists. I wanted Alivia Thirlby to stay longer, but she was another cameo like supporting character. Anyway, good to see her after a long time, though 'Dredd' came just a couple of years ago."", """", ""Like I mentioned, people see it with their own perspective on what they believe in. Does not matter what you believe in, but all I'm saying is it is a wonderful movie, so please keep aside your differences and watch it. Youngsters might show more interest in this than the old people, mainly, because in the last 50 years cultural lifestyle took a long leap forward by modernising and free to express."", """", ""There won't be any issue if you consider it a simple, but the atypical entertainment movie like hundred of others. Remember, it is a dark comedy as well, so often it filled with some fun scenes. I felt it was almost a masterpiece, but the fact is it is not, for being a non-traditional romantic drama is the reason behind to my consideration. Still, it is a must see film and I won't refuse that."" ]"
little-boy;8;1;LeZee;"[ ""Wars are the scars in the human history."", """", ""I was two minded after seeing its trailer. Because I'm pretty much convinced it is a B movie. But that's not the issue, I usually put my faith on them and take my chances. So what bothered me was the film contents, because the trailed roughly reveals what kind of movie it is, from that I reckoned it should have been a big production house's product. Hence, I believed the visuals could be disastrous, but that was not the case. In fact, it was a remarkable standard, one of the reasons for the movie's success, despite there are no list-A actors in the full fledged roles."", """", ""The boy was much better in the movie than I judged his performance in the trailer. He might have appeared in a few television episodes, but this was his silver-screen debut. A wonderful display and I believe he would bag more projects for this. It was a family film, an emotional drama set during the United States entry into the World War II. Takes place in a small western coastal town called O'Hare about a 7 year old boy Pepper, nicknamed Little Boy who's willing to do anything to bring back his father alive from the war. On the effort he takes up a series of task which later stuns his town and the whole country."", """", ""\""Do you believe you can do this?\"""", """", ""The Fascinating thing was, the blend between the real occurrence with the fictitious attachment. People might believe it was based on the real, but it is not. Like I said the graphics were very crucial that matched to any big budget films, unfortunately it was a small portion, but definitely a big deal. It talks about lots of interesting stuff which is inspiring, partially funny and also a children friendly film. Especially it explains quite clearly the difference between religious beliefs and magics which is obviously little kids never understood. So it could help to learn something from other than the textbooks."", """", ""The plus points were the consequences of war (any war), how the people can get affected by the war, bullying, racism and misbelief. On the other hand the minus was too much ingredient in a little movie, fortunately clicked so well. As usual, it was knocked down by the critics who never recognised the art of sentimental works. If you are not one of them or their followers, you are going to enjoy it."", """", ""If it had some big names in the main cast, especially for the father and brother characters, then it would have been roared louder and helped the international markets. As being one of the finest storied movie that highlighted our past mistakes, sadly terribly failed at the box office, but very much could get a cult status because particularly families loved this one so far. Not highly, but simply I recommend it and one of the must see from year 2015."", """", ""8/10"" ]"
white-god;9;2;LeZee;"[ ""The day when the dogs stopped wagging their tails."", """", ""This movie was a tricky one, because everyone cannot understand and everyone cannot enjoy it. In this modern world, the computer graphics are easily available to illude the audience, so who would still use the silly old practical trickery in a film making. Must have been the hard work to manage plenty of the dogs during the shooting. But I believe there are hardly any major CGI works other than the bluescreen works. If you get the movie, then that's fine, if not, you may get some ideas through this review. Before proceeding I just want to alert the readers the review might contain some spoilers which is not measured."", """", ""The Hungary's entry for the last concluded Oscars. The movie talks about a girl Lili in her early teenage, aspiring musician and her mixed breed dog name Hagen. When a circumstance forces them apart, the individual life journey begins for both of them. The girl becomes rebellious towards her father and the dog towards the human society like a piece of iron bar pulled away from the magnet. Will they unite again? Is the rest of the story with the breathtaking second half."", """", ""This dark fantasy (like dark comedy) film was like the old days, like the black and white beast or the monster films similar to 'King Kong' and others, where animals can think like humans, execute like humans, but still not a fairytale nor the science fiction. Because sci-fi applies theoretical probabilities, animal psychology et cetera, while fairytale is a magic. It will come between sci-fi and fantasy, most likely an adult version of the fantasy tale. Comparing it with 'Birds' is one hundred per cent not agreeable, because unlike the dogs, the birds' behaviours were unknown. But 'Conquest of the Planet of the Apes' was the closest one, and you can compare Caesar with Hagen."", """", ""It does not end there, I believe you all have seen the last year's genuinely written screenplay 'Lucy'. You may wonder why this comparison, because this film is about dogs, yet the title strangely pronounced as 'God'. What I understood was that Hagen was drugged with cocaine (white powder) like the blue powder in the other film and he started to change his personality. So that explains the coke was the 'White God' and the rest follows the story of revenge, leadership and ultimately the revolution."", """", ""\""It's hard to lose someone you love."", ""Things don't work out the way we imagined.\"""", """", ""Off the record: Most of us know that the dogs are derived from the wolves. Yet they have lost the freedom compared to a few centuries ago who walked freely on the human streets. Every dog must have a master/owner or it will be put to sleep rather keeping and feeding them forever in the dog pound. So I think dogs are suffering more than the apes and they deserved the revolution (according to this film)."", """", ""Animal abuse was highlighted in the movie. The story was descended from there and what happens if they takeover us is the movie's view. One of the weirdest movie of the year, but different and good. If you ever had a dog, you will know they were adorable, even in the violent scenes. Because they were just playing, but that does not the case for children and those who never been with dogs. Every shot that had dogs were cleverly achieved, the outcome was very convincing."", """", ""I have heard the crew used two brothers for the Hagen role. They both were awesome, equals to any main human characters from the movie. Another 250 mixed-breed stray dogs were participated in the film making and later most of them were adopted. Believe me the movie was a good one, but some people had a hard time accepting the oddity of the theme. It won a couple of awards at Cannes film festival, including one for the Hagen's character performance."", """", ""The Hungarian film industry to make into the international level, they should take the cue from this success and must bring the sequel with a broader cast. Nowadays, experimental movies like this are welcomed by the moviegoers around the globe. Definitely, an interesting story with the striking scenes and dialogues would make everyone turn toward the eastern Europe. Obviously I recommend this one, but never expect the style of Hollywood, it had approached its own way to give a pleasing movie."", """", ""8/10"" ]"
human-capital;8;1;LeZee;"[ ""Finding the truth behind a mistake."", """", ""Lately I have been watching lots of movies from the book adaptation and here it comes another one. This time an English language novel transformed into an Italian movie. But what I heard is that a few changes were made to bring the Italian flavor. Well, what could I say more, if you know the director you will say he's the right person to make it happen and he did excellently. Recruited the best cast and extracted best out of them."", """", ""The story of the two families narrated in the different streams when a cyclist got hit by a car on the Christmas eve. So the question has been asked, how did it happen? And who did it? The characters from two families begin to expose their role on that accident night revealing who did what. Dino, a realtor sees an opportunity to get into a big earning league so he decides to invest a large amount on it. Followed by the recession he has to face the reality of business that puts his life on a stake. Carla, the wife of a multimillionaire gives a financial support for the struggling company. Later she has to let it go when her husband's business begins to fall apart. Serena, the daughter of Dino and Massimiliano, son of Carla are the close friends. Their story follows where one of them finds their true love and another one get into sadness for some reason. When all these three episodes concludes the final chapter begins to unveil the truth with a twist."", """", ""''I know it does not look much like you, I tend to make things uglier.''"", """", ""The story was told in layers which were divided into the four chapters. The story that happened between the particular timeline was repeated again and again with another character's perspective and with different camera angles till truth reveals in the final chapter. As it's still developing the opening was confusing which was the first chapter. Without holding-up in development, it straight goes with the main intention of the theme. If you pass that then the following segments interest you to make you guess the possibilities the suspense it hold. Kind of impossible to predict because of the introduction of the related characters to the particular incident consumed by the three quarters of the film. Which mean twist comes at the latter part which was really a good one. Each character that comes in the different episodes were incredible. Like, for a moment it was unhooked from the rest and centralizes that specific story stream, but the common event holds the story all together. I liked all the main characters, but the character Serena steals the final show. The role who played it was a new face and I kind see a great career ahead of her. (God, she's kind of attractive, hope its not me the only one to say that.) This was one of the recent best neo-noir. If somebody asks, I definitely recommend it."" ]"
the-salt-of-the-earth;8;1;LeZee;"[ ""The pictures tell us all the story, and when it does, you'll be heartbroken!"", """", ""This was nominated for the Oscars, but did not win. I should have watched it earlier, but I don't know how I forgot it and moved on. Recently noticed that I've missed it, so finally gave it a try and I really liked, but very sad to learn what the film narrated. This is a biopic, an aged photographer who traveled world revealed his experience with those horrifying encounters the humanity ever saw. From South America to Europe and Africa to Pacific Asia, he takes us back to the 70s, 80s and the 90s. His pictures tell us all the story, but when he explain more surround those pictures when he had taken them, that's where not just me, anybody who sees this documentary would be heartbroken."", """", ""Initially I thought it was just a photo exhibition from the past 40- 50 years of his life, but after the opening few minutes, it kicked off from Brasil to the different parts of the world, like how people suffered from our own mistakes. Also the nature like the oil fields in Iraq, polar and sea animals, tribes, all are very fascinating, as well as upsets with the facts that causing all those troubles. Before watching this I thought it might tell about actual salt of the Earth, the chemistry, to brief its past, present and future. But what the film revealed was shocking and at a time, thanks for being very bold, for the present world, it definitely needed."", """", ""This is just one man's experience, we don't know what might have happened behind when there is no camera to capture the moment and to tell the story to the rest of the world. A must see film, a documentary film like this is never late to see, even if it takes a lifetime to watch, you must take that chance and do that before you die. I have seen lots of documentaries like this, but this is not a message deliverer, it just finger pointed to our mistakes. You will learn some of the history that you ever learnt from your school, college textbooks or from your own journey around the world. So definitely these pictures are priceless. Not to admire, but to remind not to repeat in the future. I hope you watch it right away after reading my review."", """", ""8/10"" ]"
